Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_description
305,2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,M,"Analyze business data to identify trends, create reports, and support strategic decisions with visualizations. Senior position leading initiatives and mentoring juniors. Key skills: Spark, Tableau, AWS."
306,2022,SE,FT,Data Analyst,116000,USD,116000,US,0,US,M,"Analyze business data to identify trends, create reports, and support strategic decisions with visualizations. Senior position leading initiatives and mentoring juniors. Key skills: SQL, Python, TensorFlow."
307,2022,MI,FT,Data Analyst,106260,USD,106260,US,0,US,M,"Query databases, clean datasets, and perform exploratory analysis to uncover insights for operational improvements. Mid-level role involving independent projects and team collaboration. Key skills: Spark, SQL, TensorFlow."
308,2022,MI,FT,Data Analyst,126500,USD,126500,US,0,US,M,"Conduct ad-hoc analyses, forecast metrics, and assist in data-driven marketing or product strategies. Mid-level role involving independent projects and team collaboration. Key skills: AWS, Tableau, SQL."
309,2022,EX,FT,Data Engineer,242000,USD,242000,US,100,US,M,"Design ETL processes, optimize databases, and integrate data from multiple systems for real-time processing. Executive role overseeing strategy and innovation. Key skills: Python, Spark, SQL."
310,2022,EX,FT,Data Engineer,200000,USD,200000,US,100,US,M,"Build and maintain scalable data pipelines to ensure efficient data flow from sources to analytics platforms. Executive role overseeing strategy and innovation. Key skills: Tableau, Python, TensorFlow."
311,2022,MI,FT,Data Scientist,50000,GBP,65438,GB,0,GB,M,"Apply advanced analytics techniques to uncover patterns in data and develop algorithms for forecasting and classification. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, SQL, Python."
312,2022,MI,FT,Data Scientist,30000,GBP,39263,GB,0,GB,M,"Conduct A/B testing, interpret complex data, and communicate findings to stakeholders using tools like Python and SQL. Mid-level role involving independent projects and team collaboration. Key skills: TensorFlow, Spark, Python."
313,2022,MI,FT,Data Engineer,60000,GBP,78526,GB,0,GB,M,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Mid-level role involving independent projects and team collaboration. Key skills: Python, Tableau, SQL."
314,2022,MI,FT,Data Engineer,40000,GBP,52351,GB,0,GB,M,"Collaborate with data scientists to create robust data architectures that support machine learning workflows. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, TensorFlow, Spark."
315,2022,SE,FT,Data Scientist,165220,USD,165220,US,100,US,M,"Utilize statistical modeling and machine learning to analyze large datasets and provide actionable insights for business growth. Senior position leading initiatives and mentoring juniors. Key skills: SQL, Spark, TensorFlow."
316,2022,EN,FT,Data Engineer,35000,GBP,45807,GB,100,GB,M,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: AWS, Python, Tableau."
317,2022,SE,FT,Data Scientist,120160,USD,120160,US,100,US,M,"Utilize statistical modeling and machine learning to analyze large datasets and provide actionable insights for business growth. Senior position leading initiatives and mentoring juniors. Key skills: SQL, AWS, Spark."
318,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M,"Analyze business data to identify trends, create reports, and support strategic decisions with visualizations. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, Spark, Tableau."
319,2022,SE,FT,Data Engineer,181940,USD,181940,US,0,US,M,"Collaborate with data scientists to create robust data architectures that support machine learning workflows. Senior position leading initiatives and mentoring juniors. Key skills: Spark, AWS, Tableau."
320,2022,SE,FT,Data Engineer,132320,USD,132320,US,0,US,M,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, AWS, SQL."
321,2022,SE,FT,Data Engineer,220110,USD,220110,US,0,US,M,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, SQL, Tableau."
322,2022,SE,FT,Data Engineer,160080,USD,160080,US,0,US,M,"Build and maintain scalable data pipelines to ensure efficient data flow from sources to analytics platforms. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, Python, AWS."
323,2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,L,"Utilize statistical modeling and machine learning to analyze large datasets and provide actionable insights for business growth. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, SQL, Spark."
324,2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,L,"Apply advanced analytics techniques to uncover patterns in data and develop algorithms for forecasting and classification. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, Python, Tableau."
325,2022,SE,FT,Data Analyst,124190,USD,124190,US,100,US,M,"Query databases, clean datasets, and perform exploratory analysis to uncover insights for operational improvements. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, Python, Spark."
326,2022,EX,FT,Data Analyst,130000,USD,130000,US,100,US,M,"Develop dashboards in Tableau or Power BI, track KPIs, and present findings to non-technical teams. Executive role overseeing strategy and innovation. Key skills: SQL, AWS, Python."
327,2022,EX,FT,Data Analyst,110000,USD,110000,US,100,US,M,"Conduct ad-hoc analyses, forecast metrics, and assist in data-driven marketing or product strategies. Executive role overseeing strategy and innovation. Key skills: AWS, Spark, Python."
328,2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M,"Conduct ad-hoc analyses, forecast metrics, and assist in data-driven marketing or product strategies. Senior position leading initiatives and mentoring juniors. Key skills: SQL, TensorFlow, Python."
329,2022,MI,FT,Data Analyst,115500,USD,115500,US,100,US,M,"Analyze business data to identify trends, create reports, and support strategic decisions with visualizations. Mid-level role involving independent projects and team collaboration. Key skills: Spark, Tableau, TensorFlow."
330,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M,"Conduct ad-hoc analyses, forecast metrics, and assist in data-driven marketing or product strategies. Senior position leading initiatives and mentoring juniors. Key skills: AWS, TensorFlow, SQL."
331,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M,"Use SQL and Excel to process data, identify anomalies, and recommend actions based on performance metrics. Senior position leading initiatives and mentoring juniors. Key skills: Python, SQL, AWS."
332,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M,"Develop dashboards in Tableau or Power BI, track KPIs, and present findings to non-technical teams. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, AWS, Spark."
333,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M,"Analyze business data to identify trends, create reports, and support strategic decisions with visualizations. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, SQL, Python."
334,2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,M,"Design ETL processes, optimize databases, and integrate data from multiple systems for real-time processing. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, Spark, TensorFlow."
335,2022,SE,FT,Data Engineer,132320,USD,132320,US,100,US,M,"Design ETL processes, optimize databases, and integrate data from multiple systems for real-time processing. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, Python, SQL."
336,2022,MI,FT,Data Analyst,167000,USD,167000,US,100,US,M,"Use SQL and Excel to process data, identify anomalies, and recommend actions based on performance metrics. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, AWS, Python."
337,2022,SE,FT,Data Engineer,243900,USD,243900,US,100,US,M,"Build and maintain scalable data pipelines to ensure efficient data flow from sources to analytics platforms. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, Tableau, AWS."
338,2022,SE,FT,Data Analyst,136600,USD,136600,US,100,US,M,"Conduct ad-hoc analyses, forecast metrics, and assist in data-driven marketing or product strategies. Senior position leading initiatives and mentoring juniors. Key skills: AWS, SQL, Spark."
339,2022,SE,FT,Data Analyst,109280,USD,109280,US,100,US,M,"Use SQL and Excel to process data, identify anomalies, and recommend actions based on performance metrics. Senior position leading initiatives and mentoring juniors. Key skills: AWS, TensorFlow, Python."
340,2022,SE,FT,Data Engineer,128875,USD,128875,US,100,US,M,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, Tableau, AWS."
341,2022,SE,FT,Data Engineer,93700,USD,93700,US,100,US,M,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, Python, SQL."
342,2022,EX,FT,Head of Data Science,224000,USD,224000,US,100,US,M,General data role involving analysis and modeling.
343,2022,EX,FT,Head of Data Science,167875,USD,167875,US,100,US,M,General data role involving analysis and modeling.
344,2022,EX,FT,Analytics Engineer,175000,USD,175000,US,100,US,M,"Create reliable data models, automate reporting, and ensure analytics platforms are user-friendly. Executive role overseeing strategy and innovation. Key skills: AWS, Spark, TensorFlow."
345,2022,SE,FT,Data Engineer,156600,USD,156600,US,100,US,M,"Design ETL processes, optimize databases, and integrate data from multiple systems for real-time processing. Senior position leading initiatives and mentoring juniors. Key skills: Spark, SQL, AWS."
346,2022,SE,FT,Data Engineer,108800,USD,108800,US,0,US,M,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Senior position leading initiatives and mentoring juniors. Key skills: Python, SQL, Spark."
347,2022,SE,FT,Data Scientist,95550,USD,95550,US,0,US,M,"Utilize statistical modeling and machine learning to analyze large datasets and provide actionable insights for business growth. Senior position leading initiatives and mentoring juniors. Key skills: AWS, TensorFlow, Tableau."
348,2022,SE,FT,Data Engineer,113000,USD,113000,US,0,US,L,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Senior position leading initiatives and mentoring juniors. Key skills: SQL, TensorFlow, Tableau."
349,2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M,"Query databases, clean datasets, and perform exploratory analysis to uncover insights for operational improvements. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, AWS, Python."
350,2022,SE,FT,Data Science Manager,161342,USD,161342,US,100,US,M,"Monitor team performance, handle stakeholder communications, and promote best practices in data ethics. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, Python, Spark."
351,2022,SE,FT,Data Science Manager,137141,USD,137141,US,100,US,M,"Monitor team performance, handle stakeholder communications, and promote best practices in data ethics. Senior position leading initiatives and mentoring juniors. Key skills: Spark, SQL, Tableau."
352,2022,SE,FT,Data Scientist,167000,USD,167000,US,100,US,M,"Design experiments, build predictive models, and collaborate with teams to optimize data-driven decision-making processes. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, AWS, Spark."
353,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M,"Design experiments, build predictive models, and collaborate with teams to optimize data-driven decision-making processes. Senior position leading initiatives and mentoring juniors. Key skills: SQL, TensorFlow, Spark."
354,2022,SE,FT,Data Engineer,60000,GBP,78526,GB,0,GB,M,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, Spark, Python."
355,2022,SE,FT,Data Engineer,50000,GBP,65438,GB,0,GB,M,"Design ETL processes, optimize databases, and integrate data from multiple systems for real-time processing. Senior position leading initiatives and mentoring juniors. Key skills: Spark, TensorFlow, Python."
356,2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,"Conduct A/B testing, interpret complex data, and communicate findings to stakeholders using tools like Python and SQL. Senior position leading initiatives and mentoring juniors. Key skills: Spark, TensorFlow, SQL."
357,2022,SE,FT,Data Scientist,211500,USD,211500,US,100,US,M,"Design experiments, build predictive models, and collaborate with teams to optimize data-driven decision-making processes. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, Tableau, SQL."
358,2022,SE,FT,Data Architect,192400,USD,192400,CA,100,CA,M,General data role involving analysis and modeling.
359,2022,SE,FT,Data Architect,90700,USD,90700,CA,100,CA,M,General data role involving analysis and modeling.
360,2022,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,M,"Develop dashboards in Tableau or Power BI, track KPIs, and present findings to non-technical teams. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, Tableau, Python."
361,2022,SE,FT,Data Analyst,61300,USD,61300,CA,100,CA,M,"Conduct ad-hoc analyses, forecast metrics, and assist in data-driven marketing or product strategies. Senior position leading initiatives and mentoring juniors. Key skills: SQL, TensorFlow, Tableau."
362,2022,SE,FT,Data Analyst,130000,USD,130000,CA,100,CA,M,"Develop dashboards in Tableau or Power BI, track KPIs, and present findings to non-technical teams. Senior position leading initiatives and mentoring juniors. Key skills: SQL, Tableau, TensorFlow."
363,2022,SE,FT,Data Analyst,61300,USD,61300,CA,100,CA,M,"Analyze business data to identify trends, create reports, and support strategic decisions with visualizations. Senior position leading initiatives and mentoring juniors. Key skills: Python, Tableau, AWS."
364,2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,L,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Senior position leading initiatives and mentoring juniors. Key skills: SQL, AWS, Python."
365,2022,SE,FT,Data Scientist,138600,USD,138600,US,100,US,M,"Work on data visualization, feature engineering, and model deployment to support product development and strategy. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, TensorFlow, AWS."
366,2022,SE,FT,Data Engineer,136000,USD,136000,US,0,US,M,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Senior position leading initiatives and mentoring juniors. Key skills: AWS, SQL, Python."
367,2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,S,"Develop dashboards in Tableau or Power BI, track KPIs, and present findings to non-technical teams. Mid-level role involving independent projects and team collaboration. Key skills: TensorFlow, Tableau, Python."
368,2022,EX,FT,Analytics Engineer,135000,USD,135000,US,100,US,M,"Work with BI tools to design schemas, optimize queries, and support self-service analytics. Executive role overseeing strategy and innovation. Key skills: SQL, Spark, Tableau."
369,2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M,"Work on data visualization, feature engineering, and model deployment to support product development and strategy. Senior position leading initiatives and mentoring juniors. Key skills: SQL, Tableau, AWS."
370,2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M,"Apply advanced analytics techniques to uncover patterns in data and develop algorithms for forecasting and classification. Senior position leading initiatives and mentoring juniors. Key skills: SQL, TensorFlow, Spark."
371,2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M,"Develop custom solutions for computer vision or NLP tasks, focusing on deployment and maintenance. Senior position leading initiatives and mentoring juniors. Key skills: SQL, AWS, Python."
372,2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M,"Implement and deploy machine learning models into production environments for scalable applications. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, Tableau, Python."
373,2022,MI,FT,ETL Developer,50000,EUR,54957,GR,0,GR,M,General data role involving analysis and modeling.
374,2022,MI,FT,ETL Developer,50000,EUR,54957,GR,0,GR,M,General data role involving analysis and modeling.
375,2022,EX,FT,Lead Data Engineer,150000,CAD,118187,CA,100,CA,S,General data role involving analysis and modeling.
376,2022,SE,FT,Data Analyst,132000,USD,132000,US,0,US,M,"Use SQL and Excel to process data, identify anomalies, and recommend actions based on performance metrics. Senior position leading initiatives and mentoring juniors. Key skills: Python, AWS, SQL."
377,2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,M,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Senior position leading initiatives and mentoring juniors. Key skills: SQL, Tableau, Python."
378,2022,SE,FT,Data Architect,208775,USD,208775,US,100,US,M,General data role involving analysis and modeling.
379,2022,SE,FT,Data Architect,147800,USD,147800,US,100,US,M,General data role involving analysis and modeling.
380,2022,SE,FT,Data Engineer,136994,USD,136994,US,100,US,M,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Senior position leading initiatives and mentoring juniors. Key skills: Python, TensorFlow, SQL."
381,2022,SE,FT,Data Engineer,101570,USD,101570,US,100,US,M,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Senior position leading initiatives and mentoring juniors. Key skills: Spark, Tableau, Python."
382,2022,SE,FT,Data Analyst,128875,USD,128875,US,100,US,M,"Conduct ad-hoc analyses, forecast metrics, and assist in data-driven marketing or product strategies. Senior position leading initiatives and mentoring juniors. Key skills: Spark, SQL, Python."
383,2022,SE,FT,Data Analyst,93700,USD,93700,US,100,US,M,"Analyze business data to identify trends, create reports, and support strategic decisions with visualizations. Senior position leading initiatives and mentoring juniors. Key skills: SQL, Spark, Python."
384,2022,EX,FT,Head of Machine Learning,6000000,INR,79039,IN,50,IN,L,General data role involving analysis and modeling.
385,2022,SE,FT,Data Engineer,132320,USD,132320,US,100,US,M,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, Python, Spark."
386,2022,EN,FT,Machine Learning Engineer,28500,GBP,37300,GB,100,GB,L,"Collaborate on feature selection, model training, and A/B testing using frameworks like TensorFlow and PyTorch. Entry-level position requiring basic knowledge and eagerness to learn. Key skills: Python, Spark, Tableau."
387,2022,SE,FT,Data Analyst,164000,USD,164000,US,0,US,M,"Conduct ad-hoc analyses, forecast metrics, and assist in data-driven marketing or product strategies. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, Tableau, Spark."
388,2022,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M,"Collaborate with data scientists to create robust data architectures that support machine learning workflows. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, AWS, Python."
389,2022,MI,FT,Machine Learning Engineer,95000,GBP,124333,GB,0,GB,M,"Implement and deploy machine learning models into production environments for scalable applications. Mid-level role involving independent projects and team collaboration. Key skills: TensorFlow, Python, Spark."
390,2022,MI,FT,Machine Learning Engineer,75000,GBP,98158,GB,0,GB,M,"Optimize algorithms for performance, integrate ML systems with software architecture, and monitor model drift. Mid-level role involving independent projects and team collaboration. Key skills: SQL, Python, Tableau."
391,2022,MI,FT,AI Scientist,120000,USD,120000,US,0,US,M,"Bridge theory and practice by prototyping AI solutions for industry problems. Mid-level role involving independent projects and team collaboration. Key skills: TensorFlow, SQL, Python."
392,2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M,"Query databases, clean datasets, and perform exploratory analysis to uncover insights for operational improvements. Senior position leading initiatives and mentoring juniors. Key skills: Spark, SQL, Tableau."
393,2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M,"Use SQL and Excel to process data, identify anomalies, and recommend actions based on performance metrics. Senior position leading initiatives and mentoring juniors. Key skills: Python, AWS, Spark."
394,2022,SE,FT,Data Analytics Manager,145000,USD,145000,US,100,US,M,General data role involving analysis and modeling.
395,2022,SE,FT,Data Analytics Manager,105400,USD,105400,US,100,US,M,General data role involving analysis and modeling.
396,2022,MI,FT,Machine Learning Engineer,80000,EUR,87932,FR,100,DE,M,"Implement and deploy machine learning models into production environments for scalable applications. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, Spark, Python."
397,2022,MI,FT,Data Engineer,90000,GBP,117789,GB,0,GB,M,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Mid-level role involving independent projects and team collaboration. Key skills: AWS, Python, SQL."
398,2022,SE,FT,Data Scientist,215300,USD,215300,US,100,US,L,"Design experiments, build predictive models, and collaborate with teams to optimize data-driven decision-making processes. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, TensorFlow, SQL."
399,2022,SE,FT,Data Scientist,158200,USD,158200,US,100,US,L,"Conduct A/B testing, interpret complex data, and communicate findings to stakeholders using tools like Python and SQL. Senior position leading initiatives and mentoring juniors. Key skills: Python, AWS, SQL."
400,2022,SE,FT,Data Engineer,209100,USD,209100,US,100,US,L,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Senior position leading initiatives and mentoring juniors. Key skills: SQL, Tableau, Python."
401,2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,L,"Collaborate with data scientists to create robust data architectures that support machine learning workflows. Senior position leading initiatives and mentoring juniors. Key skills: AWS, Tableau, TensorFlow."
402,2022,SE,FT,Data Analyst,115934,USD,115934,US,0,US,M,"Query databases, clean datasets, and perform exploratory analysis to uncover insights for operational improvements. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, AWS, Tableau."
403,2022,SE,FT,Data Analyst,81666,USD,81666,US,0,US,M,"Query databases, clean datasets, and perform exploratory analysis to uncover insights for operational improvements. Senior position leading initiatives and mentoring juniors. Key skills: SQL, Tableau, Python."
404,2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Senior position leading initiatives and mentoring juniors. Key skills: Spark, AWS, Tableau."
405,2022,MI,FT,Data Engineer,75000,GBP,98158,GB,0,GB,M,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Mid-level role involving independent projects and team collaboration. Key skills: Python, TensorFlow, SQL."
406,2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,S,"Conduct ad-hoc analyses, forecast metrics, and assist in data-driven marketing or product strategies. Mid-level role involving independent projects and team collaboration. Key skills: AWS, TensorFlow, Python."
407,2022,SE,FT,Data Engineer,183600,USD,183600,US,100,US,L,"Design ETL processes, optimize databases, and integrate data from multiple systems for real-time processing. Senior position leading initiatives and mentoring juniors. Key skills: Spark, TensorFlow, SQL."
408,2022,MI,FT,Data Analyst,40000,GBP,52351,GB,100,GB,M,"Analyze business data to identify trends, create reports, and support strategic decisions with visualizations. Mid-level role involving independent projects and team collaboration. Key skills: TensorFlow, Python, Spark."
409,2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M,"Conduct A/B testing, interpret complex data, and communicate findings to stakeholders using tools like Python and SQL. Senior position leading initiatives and mentoring juniors. Key skills: SQL, AWS, Tableau."
410,2022,MI,FT,Data Scientist,55000,GBP,71982,GB,0,GB,M,"Work on data visualization, feature engineering, and model deployment to support product development and strategy. Mid-level role involving independent projects and team collaboration. Key skills: Spark, TensorFlow, Python."
411,2022,MI,FT,Data Scientist,35000,GBP,45807,GB,0,GB,M,"Apply advanced analytics techniques to uncover patterns in data and develop algorithms for forecasting and classification. Mid-level role involving independent projects and team collaboration. Key skills: Spark, TensorFlow, AWS."
412,2022,MI,FT,Data Engineer,60000,EUR,65949,GR,100,GR,M,"Design ETL processes, optimize databases, and integrate data from multiple systems for real-time processing. Mid-level role involving independent projects and team collaboration. Key skills: SQL, TensorFlow, Spark."
413,2022,MI,FT,Data Engineer,45000,EUR,49461,GR,100,GR,M,"Design ETL processes, optimize databases, and integrate data from multiple systems for real-time processing. Mid-level role involving independent projects and team collaboration. Key skills: AWS, TensorFlow, SQL."
414,2022,MI,FT,Data Engineer,60000,GBP,78526,GB,100,GB,M,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Mid-level role involving independent projects and team collaboration. Key skills: TensorFlow, Spark, Tableau."
415,2022,MI,FT,Data Engineer,45000,GBP,58894,GB,100,GB,M,"Build and maintain scalable data pipelines to ensure efficient data flow from sources to analytics platforms. Mid-level role involving independent projects and team collaboration. Key skills: Spark, TensorFlow, Python."
416,2022,SE,FT,Data Scientist,260000,USD,260000,US,100,US,M,"Utilize statistical modeling and machine learning to analyze large datasets and provide actionable insights for business growth. Senior position leading initiatives and mentoring juniors. Key skills: SQL, Python, TensorFlow."
417,2022,SE,FT,Data Science Engineer,60000,USD,60000,AR,100,MX,L,General data role involving analysis and modeling.
418,2022,MI,FT,Data Engineer,63900,USD,63900,US,0,US,M,"Build and maintain scalable data pipelines to ensure efficient data flow from sources to analytics platforms. Mid-level role involving independent projects and team collaboration. Key skills: Python, TensorFlow, Tableau."
419,2022,MI,FT,Machine Learning Scientist,160000,USD,160000,US,100,US,L,General data role involving analysis and modeling.
420,2022,MI,FT,Machine Learning Scientist,112300,USD,112300,US,100,US,L,General data role involving analysis and modeling.
421,2022,MI,FT,Data Science Manager,241000,USD,241000,US,100,US,M,"Lead a team of data scientists, oversee project roadmaps, and align data initiatives with business goals. Mid-level role involving independent projects and team collaboration. Key skills: AWS, TensorFlow, SQL."
422,2022,MI,FT,Data Science Manager,159000,USD,159000,US,100,US,M,"Monitor team performance, handle stakeholder communications, and promote best practices in data ethics. Mid-level role involving independent projects and team collaboration. Key skills: Spark, Tableau, TensorFlow."
423,2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M,"Work on data visualization, feature engineering, and model deployment to support product development and strategy. Senior position leading initiatives and mentoring juniors. Key skills: Spark, SQL, Tableau."
424,2022,SE,FT,Data Scientist,80000,USD,80000,US,0,US,M,"Apply advanced analytics techniques to uncover patterns in data and develop algorithms for forecasting and classification. Senior position leading initiatives and mentoring juniors. Key skills: SQL, Spark, Tableau."
425,2022,MI,FT,Data Engineer,82900,USD,82900,US,0,US,M,"Collaborate with data scientists to create robust data architectures that support machine learning workflows. Mid-level role involving independent projects and team collaboration. Key skills: Tableau, TensorFlow, Spark."
426,2022,SE,FT,Data Engineer,100800,USD,100800,US,100,US,L,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Senior position leading initiatives and mentoring juniors. Key skills: TensorFlow, SQL, Tableau."
427,2022,MI,FT,Data Engineer,45000,EUR,49461,ES,100,ES,M,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Mid-level role involving independent projects and team collaboration. Key skills: AWS, SQL, Spark."
428,2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,L,"Apply advanced analytics techniques to uncover patterns in data and develop algorithms for forecasting and classification. Senior position leading initiatives and mentoring juniors. Key skills: Tableau, AWS, Spark."
429,2022,MI,FT,Data Analyst,30000,GBP,39263,GB,100,GB,M,"Analyze business data to identify trends, create reports, and support strategic decisions with visualizations. Mid-level role involving independent projects and team collaboration. Key skills: AWS, Tableau, Python."
430,2022,MI,FT,Data Analyst,40000,EUR,43966,ES,100,ES,M,"Analyze business data to identify trends, create reports, and support strategic decisions with visualizations. Mid-level role involving independent projects and team collaboration. Key skills: Python, TensorFlow, SQL."
431,2022,MI,FT,Data Analyst,30000,EUR,32974,ES,100,ES,M,"Analyze business data to identify trends, create reports, and support strategic decisions with visualizations. Mid-level role involving independent projects and team collaboration. Key skills: AWS, Tableau, SQL."
432,2022,MI,FT,Data Engineer,80000,EUR,87932,ES,100,ES,M,"Design ETL processes, optimize databases, and integrate data from multiple systems for real-time processing. Mid-level role involving independent projects and team collaboration. Key skills: Python, Tableau, SQL."
433,2022,MI,FT,Data Engineer,70000,EUR,76940,ES,100,ES,M,"Develop infrastructure for big data handling, including cloud-based storage and distributed computing frameworks. Mid-level role involving independent projects and team collaboration. Key skills: Python, Tableau, TensorFlow."
434,2022,MI,FT,Data Engineer,80000,GBP,104702,GB,100,GB,M,"Design ETL processes, optimize databases, and integrate data from multiple systems for real-time processing. Mid-level role involving independent projects and team collaboration. Key skills: Spark, AWS, SQL."
435,2022,MI,FT,Data Engineer,70000,GBP,91614,GB,100,GB,M,"Build and maintain scalable data pipelines to ensure efficient data flow from sources to analytics platforms. Mid-level role involving independent projects and team collaboration. Key skills: TensorFlow, Tableau, Python."
436,2022,MI,FT,Data Engineer,60000,EUR,65949,ES,100,ES,M,"Monitor data quality, implement data governance, and automate workflows using tools like Apache Spark and AWS. Mid-level role involving independent projects and team collaboration. Key skills: Python, TensorFlow, Tableau."
437,2022,MI,FT,Data Engineer,80000,EUR,87932,GR,100,GR,M,"Design ETL processes, optimize databases, and integrate data from multiple systems for real-time processing. Mid-level role involving independent projects and team collaboration. Key skills: Python, AWS, SQL."
438,2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M,"Develop custom solutions for computer vision or NLP tasks, focusing on deployment and maintenance. Senior position leading initiatives and mentoring juniors. Key skills: Python, AWS, SQL."
439,2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M,"Implement and deploy machine learning models into production environments for scalable applications. Senior position leading initiatives and mentoring juniors. Key skills: Python, AWS, Spark."
